,Adaptacion,Tarea,Fuente,Objetivo,Baseline error,Transfer error,Transfer loss
0,SDA,r->t,rio2016,thevoice,19.0459280303,28.5274621212,9.48153409091
1,SDA,r->g,rio2016,general,30.4079796561,45.876366741,15.4683870849
2,SDA,t->r,thevoice,rio2016,7.37295825771,21.3021778584,13.9292196007
3,SDA,t->g,thevoice,general,30.4079796561,47.3773720014,16.9693923453
4,SDA,g->r,general,rio2016,7.37295825771,32.055353902,24.6823956443
5,SDA,g->t,general,thevoice,19.0459280303,27.34375,8.2978219697
