,Adaptacion,Tarea,Fuente,Objetivo,Baseline error,Transfer error,Transfer loss
1,SDA,r->t,rio2016,thevoice,7.36268939394,28.7878787879,21.4251893939
2,SDA,r->g,rio2016,general,26.9981271861,42.4350711945,15.4369440084
3,SDA,t->r,thevoice,rio2016,10.2087114338,27.0871143376,16.8784029038
4,SDA,t->g,thevoice,general,26.9981271861,41.8057506403,14.8076234542
5,SDA,g->r,general,rio2016,10.2087114338,32.0326678766,21.8239564428
6,SDA,g->t,general,thevoice,7.36268939394,28.1486742424,20.7859848485
