,Adaptacion,Tarea,Fuente,Objetivo,Baseline error,Transfer error,Transfer loss
0,GFK,r->t,rio2016,thevoice,7.36268939394,19.5075757576,12.1448863636
1,GFK,r->g,rio2016,general,26.9981271861,41.675847127,14.6777199409
2,GFK,t->r,thevoice,rio2016,10.2087114338,24.2740471869,14.0653357532
3,GFK,t->g,thevoice,general,26.9981271861,43.2429517016,16.2448245155
4,GFK,g->r,general,rio2016,10.2087114338,22.3684210526,12.1597096189
5,GFK,g->t,general,thevoice,7.36268939394,25.4261363636,18.0634469697
