,Adaptacion,Tiempo
0,"SDA (l=1, epochs=25)",0.570283213456
1,"SDA (l=1, epochs=50)",1.04154588381
2,"SDA (l=3, epochs=25)",0.969826737245
3,"SDA (l=3, epochs=50)",1.89908962011
4,"SDA (l=5, epochs=25)",1.38047109683
5,"SDA (l=5, epochs=50)",2.73816043377
