,Adaptacion,Tarea,Fuente,Objetivo,Baseline error,Transfer error,Transfer loss
0,PCA,r->t,rio2016,thevoice,7.36268939394,20.8806818182,13.5179924242
1,PCA,r->g,rio2016,general,26.9981271861,43.1020316359,16.1039044498
2,PCA,t->r,thevoice,rio2016,10.2087114338,13.7477313975,3.5390199637
3,PCA,t->g,thevoice,general,26.9981271861,40.4176650417,13.4195378556
4,PCA,g->r,general,rio2016,10.2087114338,19.2377495463,9.02903811252
5,PCA,g->t,general,thevoice,7.36268939394,21.3304924242,13.9678030303
