,Adaptacion,Tarea,Fuente,Objetivo,Baseline error,Transfer error,Transfer loss
0,PCA,r->t,rio2016,thevoice,19.0459280303,22.6089015152,3.56297348485
1,PCA,r->g,rio2016,general,30.4079796561,44.0416517484,13.6336720923
2,PCA,t->r,thevoice,rio2016,7.37295825771,19.0335753176,11.6606170599
3,PCA,t->g,thevoice,general,30.4079796561,43.5525627255,13.1445830694
4,PCA,g->r,general,rio2016,7.37295825771,15.721415608,8.34845735027
5,PCA,g->t,general,thevoice,19.0459280303,23.9583333333,4.91240530303
