,Adaptacion,Tarea,Fuente,Objetivo,Baseline error,Transfer error,Transfer loss
0,Baseline,r->t,rio2016,thevoice,15.3518123667,23.0848861284,7.73307376163
1,Baseline,t->r,thevoice,rio2016,19.6428571429,19.9956578376,0.352800694746
